AESNN3_1,AESNN3_2,AESNN3_3,AESNN3_4,AESNN3_5,AESNN3_6,AESNN3_7,AESNN3_8,AESNN3_9,AESNN3_10,AESNN3_11,AESNN3_12,AESNN3_13,AESNN3_14,AESNN3_15,AESNN3_16,AESNN3_17,AESNN3_18,AESNN3_19,AESNN3_20,AESNN3_21,AESNN3_22,AESNN3_23,AESNN3_24,AESNN3_25,AESNN3_26,AESNN3_27,AESNN3_28,AESNN3_29,AESNN3_30,AESNN3_31,AESNN3_32,AESNN3_33,AESNN3_34,AESNN3_35,AESNN3_36,AESNN3_37,AESNN3_38,AESNN3_39,AESNN3_40,AESNN3_41,AESNN3_42,AESNN3_43,AESNN3_44,AESNN3_45,AESNN3_46,AESNN3_47,AESNN3_48,AESNN3_49,AESNN3_50,AESNN3_51,AESNN3_52,AESNN3_53,AESNN3_54,AESNN3_55,AESNN3_56,AESNN3_57,AESNN3_58,AESNN3_59,AESNN3_60,AESNN3_61,AESNN3_62,AESNN3_63,AESNN3_64,AESNN3_65,AESNN3_66,AESNN3_67,AESNN3_68,AESNN3_69,AESNN3_70,AESNN3_71,AESNN3_72,AESNN3_73,AESNN3_74,AESNN3_75,AESNN3_76,AESNN3_77,AESNN3_78,AESNN3_79,AESNN3_80,AESNN3_81,AESNN3_82,AESNN3_83,AESNN3_84,AESNN3_85,AESNN3_86,AESNN3_87,AESNN3_88,AESNN3_89,AESNN3_90,AESNN3_91,AESNN3_92,AESNN3_93,Target
0.99,0.4,0.37,-0.63,0.25,0.5,-0.79,-0.99,0.1,-0.92,0.31,-0.99,0.74,-0.72,-0.35,-0.77,0.67,-0.37,0.87,0.65,-0.53,0.99,0.4,0.37,-0.99,-0.61,0,0.87,0.65,-0.53,0.99,0.4,0.37,0.99,0.4,0.37,-0.8,0.44,-0.71,0.59,-0.55,-0.99,0.99,0.4,0.37,0.42,0.21,0.97,-0.8,0.44,-0.71,-0.99,0.27,-0.52,0.59,0.33,-0.99,0.99,0.4,0.37,0.34,0.88,0.35,0.99,0.4,0.37,0.99,0.4,0.37,0.28,-0.99,-0.22,0.99,0.4,0.37,-0.99,0.27,-0.52,-0.99,0.27,-0.52,0.59,-0.55,-0.99,0.99,0.4,0.37,0.74,-0.72,-0.35,0.59,-0.55,-0.99,0
0.99,0.4,0.37,0.87,0.65,-0.53,0.42,0.21,0.97,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.61,0,0.99,0.4,0.37,-0.79,-0.99,0.1,-0.79,-0.99,0.1,-0.99,-0.99,-0.99,0.28,-0.99,-0.22,-0.92,0.31,-0.99,-0.99,-0.99,-0.99,0.99,0.4,0.37,-0.8,0.44,-0.71,0.42,0.21,0.97,-0.79,-0.99,0.1,-0.99,-0.99,-0.99,-0.92,0.31,-0.99,-0.92,0.31,-0.99,-0.99,-0.99,-0.99,-0.79,-0.99,0.1,0.12,-0.99,-0.99,0.99,0.4,0.37,0.87,0.65,-0.53,-0.79,-0.99,0.1,-0.79,-0.99,0.1,-0.99,-0.99,-0.99,0.99,0.4,0.37,-0.99,0.27,-0.52,0.99,0.4,0.37,0
0.28,-0.99,-0.22,0.99,0.4,0.37,0.34,0.88,0.35,0.12,-0.99,-0.99,0.28,-0.99,-0.22,0.99,0.4,0.37,0.74,-0.72,-0.35,0.99,0.4,0.37,0.74,-0.72,-0.35,-0.99,-0.61,0,0.59,-0.55,-0.99,-0.99,-0.61,0,0.12,-0.99,-0.99,-0.79,-0.99,0.1,-0.63,0.25,0.5,0.99,0.4,0.37,0.99,0.4,0.37,0.59,-0.55,-0.99,-0.99,0.27,-0.52,0.99,0.4,0.37,-0.92,0.31,-0.99,0.42,0.21,0.97,0.99,0.4,0.37,0.99,0.4,0.37,-0.99,0.27,-0.52,0.42,0.21,0.97,0.99,0.4,0.37,-0.92,0.31,-0.99,0.74,-0.72,-0.35,0.99,0.4,0.37,0.99,0.4,0.37,0
-0.92,0.31,-0.99,0.34,0.88,0.35,0.28,-0.99,-0.22,-0.92,0.31,-0.99,-0.99,-0.61,0,-0.99,-0.61,0,0.87,0.65,-0.53,-0.92,0.31,-0.99,0.74,-0.72,-0.35,0.42,0.21,0.97,0.87,0.65,-0.53,-0.92,0.31,-0.99,-0.99,-0.61,0,-0.99,-0.61,0,0.77,-0.24,0.59,0.99,0.4,0.37,-0.8,0.44,-0.71,-0.92,0.31,-0.99,0.99,0.4,0.37,-0.8,0.44,-0.71,-0.99,-0.61,0,-0.99,-0.61,0,-0.92,0.31,-0.99,0.99,0.4,0.37,-0.77,0.67,-0.37,0.74,-0.72,-0.35,0.28,-0.99,-0.22,-0.13,0.77,-0.9,-0.99,0.27,-0.52,-0.99,-0.61,0,-0.99,0.27,-0.52,0
-0.63,0.25,0.5,0.59,-0.55,-0.99,-0.77,0.67,-0.37,0.42,0.21,0.97,-0.63,0.25,0.5,-0.77,0.67,-0.37,0.42,0.21,0.97,0.12,-0.99,-0.99,0.42,0.21,0.97,-0.77,0.67,-0.37,0.59,-0.55,-0.99,0.99,0.4,0.37,0.34,0.88,0.35,-0.92,0.31,-0.99,-0.92,0.31,-0.99,0.99,0.4,0.37,-0.77,0.67,-0.37,-0.99,0.27,-0.52,0.77,-0.24,0.59,-0.99,-0.99,-0.99,0.59,-0.55,-0.99,-0.13,0.77,-0.9,-0.99,-0.61,0,-0.99,0.27,-0.52,-0.99,-0.61,0,-0.77,0.67,-0.37,-0.99,-0.61,0,-0.77,0.67,-0.37,0.99,0.4,0.37,-0.92,0.31,-0.99,-0.99,-0.61,0,0
0.87,0.65,-0.53,-0.13,0.77,-0.9,0.42,0.21,0.97,0.77,-0.24,0.59,-0.13,0.77,-0.9,0.77,-0.24,0.59,0.59,-0.55,-0.99,0.12,-0.99,-0.99,0.08,-0.71,0.68,-0.99,-0.99,-0.99,0.99,0.4,0.37,-0.77,0.67,-0.37,-0.8,0.44,-0.71,0.28,-0.99,-0.22,0.99,0.4,0.37,0.42,0.21,0.97,-0.92,0.31,-0.99,0.42,0.21,0.97,-0.79,-0.99,0.1,-0.63,0.25,0.5,0.77,-0.24,0.59,-0.99,-0.61,0,0.12,-0.99,-0.99,-0.99,0.27,-0.52,-0.99,0.27,-0.52,-0.99,0.27,-0.52,0.99,0.4,0.37,0.42,0.21,0.97,0.74,-0.72,-0.35,-0.77,0.67,-0.37,-0.92,0.31,-0.99,0
-0.99,0.27,-0.52,0.12,-0.99,-0.99,-0.63,0.25,0.5,0.28,-0.99,-0.22,0.28,-0.99,-0.22,0.99,0.4,0.37,0.99,0.4,0.37,0.28,-0.99,-0.22,0.12,-0.99,-0.99,-0.99,0.27,-0.52,-0.63,0.25,0.5,0.28,-0.99,-0.22,-0.63,0.25,0.5,0.28,-0.99,-0.22,0.59,0.33,-0.99,0.42,0.21,0.97,0.59,-0.55,-0.99,0.74,-0.72,-0.35,-0.92,0.31,-0.99,0.59,-0.55,-0.99,0.87,0.65,-0.53,-0.63,0.25,0.5,-0.77,0.67,-0.37,0.99,0.4,0.37,0.74,-0.72,-0.35,0.59,-0.55,-0.99,0.59,-0.55,-0.99,-0.99,-0.61,0,0.74,-0.72,-0.35,0.74,-0.72,-0.35,-0.99,-0.61,0,0
-0.99,-0.99,-0.99,0.59,-0.55,-0.99,0.59,-0.55,-0.99,0.59,-0.55,-0.99,0.99,0.4,0.37,-0.63,0.25,0.5,0.99,0.4,0.37,0.59,-0.55,-0.99,-0.99,-0.61,0,0.99,0.4,0.37,0.87,0.65,-0.53,0.99,0.4,0.37,0.59,-0.55,-0.99,0.59,-0.55,-0.99,0.59,-0.55,-0.99,0.42,0.21,0.97,0.59,-0.55,-0.99,0.99,0.4,0.37,-0.92,0.31,-0.99,-0.63,0.25,0.5,-0.99,-0.61,0,-0.63,0.25,0.5,-0.99,-0.61,0,0.59,-0.55,-0.99,-0.99,-0.61,0,-0.99,-0.99,-0.99,-0.63,0.25,0.5,0.42,0.21,0.97,0.59,-0.55,-0.99,-0.99,-0.61,0,0.59,-0.55,-0.99,0
0.42,0.21,0.97,0.42,0.21,0.97,0.74,-0.72,-0.35,0.42,0.21,0.97,0.59,-0.55,-0.99,-0.63,0.25,0.5,-0.77,0.67,-0.37,0.08,-0.71,0.68,-0.99,-0.99,-0.99,0.99,0.4,0.37,0.99,0.4,0.37,0.99,0.4,0.37,-0.8,0.44,-0.71,-0.99,-0.61,0,-0.99,0.27,-0.52,0.42,0.21,0.97,0.77,-0.24,0.59,-0.99,0.27,-0.52,-0.79,-0.99,0.1,0.42,0.21,0.97,0.42,0.21,0.97,0.99,0.4,0.37,0.99,0.4,0.37,-0.79,-0.99,0.1,0.08,-0.71,0.68,0.59,-0.55,-0.99,-0.92,0.31,-0.99,0.59,0.33,-0.99,0.99,0.4,0.37,0.99,0.4,0.37,-0.99,0.27,-0.52,0
0.74,-0.72,-0.35,0.08,-0.71,0.68,-0.8,0.44,-0.71,-0.79,-0.99,0.1,0.87,0.65,-0.53,0.08,-0.71,0.68,0.87,0.65,-0.53,0.42,0.21,0.97,0.42,0.21,0.97,-0.79,-0.99,0.1,-0.77,0.67,-0.37,-0.99,-0.99,-0.99,-0.99,-0.61,0,-0.99,-0.99,-0.99,0.99,0.4,0.37,0.42,0.21,0.97,0.59,-0.55,-0.99,0.42,0.21,0.97,0.59,-0.55,-0.99,-0.92,0.31,-0.99,0.74,-0.72,-0.35,-0.99,0.27,-0.52,-0.92,0.31,-0.99,-0.92,0.31,-0.99,-0.99,-0.99,-0.99,0.42,0.21,0.97,-0.99,-0.61,0,0.42,0.21,0.97,0.99,0.4,0.37,-0.92,0.31,-0.99,-0.99,-0.99,-0.99,0
-0.79,-0.99,0.1,0.99,0.4,0.37,0.74,-0.72,-0.35,0.42,0.21,0.97,-0.99,-0.61,0,-0.99,-0.99,-0.99,0.99,0.4,0.37,-0.8,0.44,-0.71,-0.99,0.27,-0.52,0.42,0.21,0.97,0.99,0.4,0.37,-0.99,-0.99,-0.99,-0.79,-0.99,0.1,-0.99,0.27,-0.52,0.74,-0.72,-0.35,0.42,0.21,0.97,0.28,-0.99,-0.22,0.99,0.4,0.37,-0.79,-0.99,0.1,-0.99,0.27,-0.52,-0.99,-0.99,-0.99,0.42,0.21,0.97,0.42,0.21,0.97,0.42,0.21,0.97,-0.77,0.67,-0.37,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,0.99,0.4,0.37,-0.77,0.67,-0.37,-0.99,-0.99,-0.99,-0.79,-0.99,0.1,0
0.74,-0.72,-0.35,-0.63,0.25,0.5,-0.92,0.31,-0.99,0.12,-0.99,-0.99,-0.99,-0.61,0,-0.63,0.25,0.5,0.99,0.4,0.37,-0.99,-0.99,-0.99,-0.63,0.25,0.5,0.59,-0.55,-0.99,-0.99,-0.61,0,0.59,-0.55,-0.99,-0.99,-0.61,0,0.74,-0.72,-0.35,-0.92,0.31,-0.99,0.99,0.4,0.37,0.87,0.65,-0.53,0.74,-0.72,-0.35,0.99,0.4,0.37,0.59,0.33,-0.99,0.08,-0.71,0.68,0.99,0.4,0.37,0.42,0.21,0.97,0.12,-0.99,-0.99,0.42,0.21,0.97,0.74,-0.72,-0.35,-0.92,0.31,-0.99,-0.79,-0.99,0.1,-0.99,-0.99,-0.99,0.99,0.4,0.37,-0.92,0.31,-0.99,0
-0.92,0.31,-0.99,0.99,0.4,0.37,0.12,-0.99,-0.99,0.42,0.21,0.97,0.99,0.4,0.37,0.99,0.4,0.37,-0.99,-0.99,-0.99,-0.99,-0.61,0,0.59,-0.55,-0.99,-0.99,0.27,-0.52,0.99,0.4,0.37,-0.77,0.67,-0.37,-0.92,0.31,-0.99,0.74,-0.72,-0.35,-0.99,0.27,-0.52,0.42,0.21,0.97,0.42,0.21,0.97,-0.99,-0.61,0,-0.99,-0.99,-0.99,0.42,0.21,0.97,-0.99,-0.99,-0.99,-0.79,-0.99,0.1,-0.77,0.67,-0.37,0.99,0.4,0.37,0.42,0.21,0.97,0.42,0.21,0.97,-0.77,0.67,-0.37,0.42,0.21,0.97,0.42,0.21,0.97,-0.8,0.44,-0.71,-0.79,-0.99,0.1,0
0.77,-0.24,0.59,0.34,0.88,0.35,-0.92,0.31,-0.99,-0.92,0.31,-0.99,0.59,0.33,-0.99,0.12,-0.99,-0.99,0.08,-0.71,0.68,-0.92,0.31,-0.99,-0.99,-0.99,-0.99,-0.99,0.27,-0.52,0.42,0.21,0.97,0.28,-0.99,-0.22,0.87,0.65,-0.53,-0.99,-0.99,-0.99,0.34,0.88,0.35,0.42,0.21,0.97,-0.92,0.31,-0.99,-0.99,-0.61,0,0.34,0.88,0.35,0.59,-0.55,-0.99,-0.99,-0.61,0,0.28,-0.99,-0.22,0.08,-0.71,0.68,0.87,0.65,-0.53,-0.92,0.31,-0.99,-0.92,0.31,-0.99,0.74,-0.72,-0.35,-0.79,-0.99,0.1,0.59,-0.55,-0.99,-0.99,-0.99,-0.99,0.28,-0.99,-0.22,0
-0.79,-0.99,0.1,0.59,-0.55,-0.99,-0.92,0.31,-0.99,0.12,-0.99,-0.99,-0.99,-0.61,0,-0.99,-0.61,0,-0.13,0.77,-0.9,0.28,-0.99,-0.22,0.77,-0.24,0.59,-0.79,-0.99,0.1,0.87,0.65,-0.53,0.74,-0.72,-0.35,0.12,-0.99,-0.99,0.34,0.88,0.35,0.74,-0.72,-0.35,0.59,0.33,-0.99,-0.79,-0.99,0.1,-0.13,0.77,-0.9,-0.92,0.31,-0.99,0.99,0.4,0.37,0.74,-0.72,-0.35,-0.99,-0.61,0,0.99,0.4,0.37,-0.99,0.27,-0.52,0.28,-0.99,-0.22,0.08,-0.71,0.68,-0.99,-0.99,-0.99,-0.99,0.27,-0.52,0.42,0.21,0.97,-0.99,0.27,-0.52,-0.99,-0.61,0,0
-0.77,0.67,-0.37,-0.92,0.31,-0.99,0.59,-0.55,-0.99,-0.99,-0.61,0,0.87,0.65,-0.53,-0.79,-0.99,0.1,0.77,-0.24,0.59,-0.99,-0.61,0,-0.63,0.25,0.5,0.42,0.21,0.97,-0.99,0.27,-0.52,-0.63,0.25,0.5,0.77,-0.24,0.59,0.74,-0.72,-0.35,0.77,-0.24,0.59,0.99,0.4,0.37,0.99,0.4,0.37,0.28,-0.99,-0.22,0.87,0.65,-0.53,-0.79,-0.99,0.1,-0.63,0.25,0.5,0.87,0.65,-0.53,-0.77,0.67,-0.37,0.28,-0.99,-0.22,-0.77,0.67,-0.37,0.77,-0.24,0.59,0.87,0.65,-0.53,0.74,-0.72,-0.35,-0.99,0.27,-0.52,0.77,-0.24,0.59,-0.79,-0.99,0.1,0
-0.99,-0.61,0,0.99,0.4,0.37,0.12,-0.99,-0.99,-0.99,0.27,-0.52,0.42,0.21,0.97,0.87,0.65,-0.53,-0.92,0.31,-0.99,0.34,0.88,0.35,0.99,0.4,0.37,0.77,-0.24,0.59,-0.77,0.67,-0.37,-0.77,0.67,-0.37,0.08,-0.71,0.68,0.87,0.65,-0.53,0.59,-0.55,-0.99,0.99,0.4,0.37,-0.92,0.31,-0.99,0.28,-0.99,-0.22,0.42,0.21,0.97,0.28,-0.99,-0.22,0.42,0.21,0.97,-0.99,-0.61,0,0.59,-0.55,-0.99,-0.99,-0.61,0,-0.92,0.31,-0.99,0.77,-0.24,0.59,-0.92,0.31,-0.99,0.74,-0.72,-0.35,-0.99,-0.61,0,-0.99,-0.61,0,-0.92,0.31,-0.99,0
0.08,-0.71,0.68,-0.92,0.31,-0.99,-0.92,0.31,-0.99,-0.79,-0.99,0.1,0.87,0.65,-0.53,-0.63,0.25,0.5,-0.99,-0.61,0,-0.63,0.25,0.5,-0.79,-0.99,0.1,0.74,-0.72,-0.35,0.59,0.33,-0.99,-0.92,0.31,-0.99,-0.99,-0.99,-0.99,0.59,-0.55,-0.99,0.42,0.21,0.97,0.42,0.21,0.97,0.28,-0.99,-0.22,-0.99,-0.99,-0.99,0.12,-0.99,-0.99,0.59,-0.55,-0.99,-0.8,0.44,-0.71,-0.8,0.44,-0.71,-0.63,0.25,0.5,-0.77,0.67,-0.37,0.87,0.65,-0.53,-0.99,-0.61,0,0.87,0.65,-0.53,-0.99,-0.61,0,0.77,-0.24,0.59,0.99,0.4,0.37,-0.92,0.31,-0.99,0
0.59,-0.55,-0.99,-0.8,0.44,-0.71,-0.92,0.31,-0.99,-0.79,-0.99,0.1,0.77,-0.24,0.59,0.59,-0.55,-0.99,0.12,-0.99,-0.99,0.12,-0.99,-0.99,0.12,-0.99,-0.99,0.59,-0.55,-0.99,0.74,-0.72,-0.35,-0.92,0.31,-0.99,0.59,-0.55,-0.99,-0.63,0.25,0.5,0.74,-0.72,-0.35,0.99,0.4,0.37,-0.63,0.25,0.5,-0.92,0.31,-0.99,0.34,0.88,0.35,-0.99,-0.99,-0.99,-0.77,0.67,-0.37,0.59,-0.55,-0.99,-0.99,-0.99,-0.99,0.74,-0.72,-0.35,-0.63,0.25,0.5,0.99,0.4,0.37,0.59,-0.55,-0.99,-0.92,0.31,-0.99,0.59,-0.55,-0.99,0.77,-0.24,0.59,0.99,0.4,0.37,0
-0.63,0.25,0.5,0.99,0.4,0.37,-0.13,0.77,-0.9,0.59,0.33,-0.99,-0.79,-0.99,0.1,-0.92,0.31,-0.99,-0.92,0.31,-0.99,0.08,-0.71,0.68,-0.99,-0.99,-0.99,0.59,-0.55,-0.99,0.74,-0.72,-0.35,-0.92,0.31,-0.99,-0.99,-0.61,0,0.08,-0.71,0.68,-0.99,-0.61,0,0.99,0.4,0.37,-0.99,-0.61,0,0.12,-0.99,-0.99,0.08,-0.71,0.68,0.59,0.33,-0.99,0.28,-0.99,-0.22,-0.92,0.31,-0.99,-0.92,0.31,-0.99,-0.99,-0.61,0,0.59,-0.55,-0.99,0.99,0.4,0.37,-0.79,-0.99,0.1,0.74,-0.72,-0.35,-0.77,0.67,-0.37,0.12,-0.99,-0.99,-0.99,-0.61,0,0
0.34,0.88,0.35,0.59,0.33,-0.99,0.28,-0.99,-0.22,-0.77,0.67,-0.37,0.42,0.21,0.97,0.74,-0.72,-0.35,0.74,-0.72,-0.35,-0.79,-0.99,0.1,-0.77,0.67,-0.37,0.12,-0.99,-0.99,-0.99,-0.61,0,0.87,0.65,-0.53,0.34,0.88,0.35,-0.63,0.25,0.5,0.99,0.4,0.37,0.99,0.4,0.37,-0.92,0.31,-0.99,-0.77,0.67,-0.37,-0.92,0.31,-0.99,0.59,-0.55,-0.99,0.08,-0.71,0.68,-0.92,0.31,-0.99,0.74,-0.72,-0.35,-0.99,0.27,-0.52,0.99,0.4,0.37,0.59,0.33,-0.99,0.34,0.88,0.35,0.99,0.4,0.37,0.12,-0.99,-0.99,-0.92,0.31,-0.99,0.99,0.4,0.37,0
0.87,0.65,-0.53,0.99,0.4,0.37,0.08,-0.71,0.68,0.99,0.4,0.37,-0.63,0.25,0.5,0.99,0.4,0.37,0.74,-0.72,-0.35,0.42,0.21,0.97,0.42,0.21,0.97,-0.92,0.31,-0.99,-0.99,-0.99,-0.99,-0.99,0.27,-0.52,-0.99,-0.61,0,-0.77,0.67,-0.37,0.42,0.21,0.97,0.99,0.4,0.37,-0.99,-0.99,-0.99,-0.79,-0.99,0.1,-0.99,-0.99,-0.99,0.59,-0.55,-0.99,-0.99,-0.61,0,0.99,0.4,0.37,0.99,0.4,0.37,-0.99,-0.61,0,-0.99,0.27,-0.52,0.99,0.4,0.37,0.42,0.21,0.97,0.42,0.21,0.97,0.42,0.21,0.97,-0.77,0.67,-0.37,0.99,0.4,0.37,0
0.12,-0.99,-0.99,0.12,-0.99,-0.99,-0.79,-0.99,0.1,-0.99,-0.61,0,-0.99,-0.61,0,0.99,0.4,0.37,0.42,0.21,0.97,0.59,-0.55,-0.99,-0.79,-0.99,0.1,-0.99,-0.61,0,-0.99,0.27,-0.52,-0.92,0.31,-0.99,-0.99,-0.99,-0.99,0.99,0.4,0.37,0.99,0.4,0.37,0.99,0.4,0.37,0.74,-0.72,-0.35,-0.99,-0.61,0,-0.92,0.31,-0.99,-0.92,0.31,-0.99,0.99,0.4,0.37,0.74,-0.72,-0.35,-0.63,0.25,0.5,0.12,-0.99,-0.99,-0.99,0.27,-0.52,-0.8,0.44,-0.71,0.59,-0.55,-0.99,0.42,0.21,0.97,-0.77,0.67,-0.37,0.12,-0.99,-0.99,-0.13,0.77,-0.9,0
0.08,-0.71,0.68,-0.92,0.31,-0.99,-0.99,-0.61,0,0.77,-0.24,0.59,0.42,0.21,0.97,-0.99,0.27,-0.52,0.12,-0.99,-0.99,0.59,-0.55,-0.99,0.77,-0.24,0.59,-0.99,-0.61,0,-0.63,0.25,0.5,0.99,0.4,0.37,-0.13,0.77,-0.9,-0.99,0.27,-0.52,-0.77,0.67,-0.37,0.99,0.4,0.37,-0.92,0.31,-0.99,-0.79,-0.99,0.1,-0.63,0.25,0.5,-0.92,0.31,-0.99,-0.92,0.31,-0.99,0.77,-0.24,0.59,0.59,-0.55,-0.99,0.99,0.4,0.37,-0.99,-0.61,0,-0.63,0.25,0.5,0.59,-0.55,-0.99,0.59,-0.55,-0.99,-0.92,0.31,-0.99,0.59,0.33,-0.99,0.77,-0.24,0.59,0
0.74,-0.72,-0.35,-0.99,-0.99,-0.99,0.74,-0.72,-0.35,0.87,0.65,-0.53,-0.92,0.31,-0.99,-0.63,0.25,0.5,0.12,-0.99,-0.99,-0.92,0.31,-0.99,0.59,-0.55,-0.99,-0.8,0.44,-0.71,0.99,0.4,0.37,-0.77,0.67,-0.37,-0.63,0.25,0.5,0.59,0.33,-0.99,-0.79,-0.99,0.1,0.42,0.21,0.97,-0.99,-0.99,-0.99,0.87,0.65,-0.53,-0.92,0.31,-0.99,0.87,0.65,-0.53,0.28,-0.99,-0.22,0.74,-0.72,-0.35,-0.99,0.27,-0.52,0.74,-0.72,-0.35,0.59,-0.55,-0.99,0.59,0.33,-0.99,-0.77,0.67,-0.37,0.74,-0.72,-0.35,-0.99,-0.99,-0.99,-0.99,0.27,-0.52,-0.77,0.67,-0.37,0
0.99,0.4,0.37,0.42,0.21,0.97,0.28,-0.99,-0.22,0.59,-0.55,-0.99,-0.63,0.25,0.5,-0.99,-0.61,0,0.99,0.4,0.37,0.42,0.21,0.97,-0.99,0.27,-0.52,-0.92,0.31,-0.99,0.99,0.4,0.37,0.12,-0.99,-0.99,-0.77,0.67,-0.37,-0.99,0.27,-0.52,-0.99,-0.61,0,0.99,0.4,0.37,-0.77,0.67,-0.37,0.12,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,0.12,-0.99,-0.99,0.99,0.4,0.37,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,0.59,-0.55,-0.99,0.42,0.21,0.97,-0.99,-0.99,-0.99,0.12,-0.99,-0.99,0.99,0.4,0.37,-0.79,-0.99,0.1,-0.99,-0.99,-0.99,0
0.59,-0.55,-0.99,0.77,-0.24,0.59,-0.99,-0.61,0,-0.13,0.77,-0.9,-0.79,-0.99,0.1,-0.77,0.67,-0.37,0.28,-0.99,-0.22,-0.77,0.67,-0.37,0.59,0.33,-0.99,0.12,-0.99,-0.99,-0.63,0.25,0.5,0.28,-0.99,-0.22,0.42,0.21,0.97,0.12,-0.99,-0.99,-0.99,-0.99,-0.99,0.42,0.21,0.97,-0.99,0.27,-0.52,0.28,-0.99,-0.22,0.99,0.4,0.37,0.08,-0.71,0.68,-0.99,-0.61,0,0.34,0.88,0.35,0.59,-0.55,-0.99,-0.99,0.27,-0.52,0.74,-0.72,-0.35,-0.99,-0.99,-0.99,0.59,0.33,-0.99,-0.79,-0.99,0.1,-0.8,0.44,-0.71,-0.99,-0.99,-0.99,-0.79,-0.99,0.1,0
-0.99,-0.61,0,-0.77,0.67,-0.37,0.42,0.21,0.97,0.59,-0.55,-0.99,-0.99,-0.61,0,0.42,0.21,0.97,-0.63,0.25,0.5,-0.8,0.44,-0.71,0.59,-0.55,-0.99,-0.99,0.27,-0.52,-0.99,-0.99,-0.99,0.99,0.4,0.37,0.87,0.65,-0.53,0.74,-0.72,-0.35,-0.99,-0.61,0,0.42,0.21,0.97,0.87,0.65,-0.53,-0.77,0.67,-0.37,-0.99,-0.99,-0.99,0.42,0.21,0.97,-0.99,-0.99,-0.99,-0.99,-0.61,0,0.12,-0.99,-0.99,0.99,0.4,0.37,0.42,0.21,0.97,-0.63,0.25,0.5,0.87,0.65,-0.53,-0.99,-0.99,-0.99,0.74,-0.72,-0.35,-0.77,0.67,-0.37,0.87,0.65,-0.53,0
0.59,0.33,-0.99,-0.63,0.25,0.5,-0.77,0.67,-0.37,-0.79,-0.99,0.1,-0.99,0.27,-0.52,-0.99,0.27,-0.52,-0.79,-0.99,0.1,-0.99,-0.99,-0.99,-0.13,0.77,-0.9,-0.99,-0.61,0,0.34,0.88,0.35,0.74,-0.72,-0.35,0.99,0.4,0.37,-0.92,0.31,-0.99,0.87,0.65,-0.53,0.99,0.4,0.37,-0.63,0.25,0.5,-0.99,-0.61,0,-0.92,0.31,-0.99,-0.99,-0.99,-0.99,0.59,-0.55,-0.99,-0.99,0.27,-0.52,-0.99,-0.61,0,-0.99,-0.61,0,0.28,-0.99,-0.22,-0.92,0.31,-0.99,-0.99,-0.61,0,-0.77,0.67,-0.37,0.59,-0.55,-0.99,0.28,-0.99,-0.22,-0.77,0.67,-0.37,0
0.42,0.21,0.97,0.28,-0.99,-0.22,-0.63,0.25,0.5,0.99,0.4,0.37,-0.92,0.31,-0.99,-0.99,-0.99,-0.99,-0.63,0.25,0.5,-0.99,0.27,-0.52,-0.63,0.25,0.5,-0.99,-0.61,0,-0.8,0.44,-0.71,0.74,-0.72,-0.35,0.87,0.65,-0.53,-0.77,0.67,-0.37,0.42,0.21,0.97,0.99,0.4,0.37,0.42,0.21,0.97,-0.99,-0.61,0,-0.77,0.67,-0.37,-0.92,0.31,-0.99,-0.99,-0.99,-0.99,-0.92,0.31,-0.99,-0.92,0.31,-0.99,0.87,0.65,-0.53,-0.79,-0.99,0.1,0.34,0.88,0.35,-0.92,0.31,-0.99,-0.79,-0.99,0.1,-0.99,0.27,-0.52,0.87,0.65,-0.53,-0.79,-0.99,0.1,0
-0.79,-0.99,0.1,-0.77,0.67,-0.37,0.42,0.21,0.97,-0.77,0.67,-0.37,0.12,-0.99,-0.99,-0.79,-0.99,0.1,-0.99,0.27,-0.52,0.42,0.21,0.97,0.59,-0.55,-0.99,0.99,0.4,0.37,-0.99,-0.99,-0.99,-0.92,0.31,-0.99,0.08,-0.71,0.68,-0.99,-0.99,-0.99,0.99,0.4,0.37,0.99,0.4,0.37,0.42,0.21,0.97,0.99,0.4,0.37,-0.99,-0.99,-0.99,0.99,0.4,0.37,-0.63,0.25,0.5,-0.77,0.67,-0.37,-0.99,0.27,-0.52,-0.99,-0.61,0,-0.99,-0.99,-0.99,0.28,-0.99,-0.22,0.77,-0.24,0.59,0.42,0.21,0.97,0.42,0.21,0.97,0.59,0.33,-0.99,0.59,-0.55,-0.99,0
0.99,0.4,0.37,-0.99,-0.99,-0.99,0.08,-0.71,0.68,-0.99,-0.99,-0.99,-0.99,0.27,-0.52,0.99,0.4,0.37,0.42,0.21,0.97,0.42,0.21,0.97,0.87,0.65,-0.53,-0.92,0.31,-0.99,-0.99,-0.61,0,0.08,-0.71,0.68,-0.77,0.67,-0.37,-0.99,-0.99,-0.99,-0.99,-0.99,-0.99,0.99,0.4,0.37,-0.99,-0.99,-0.99,-0.92,0.31,-0.99,-0.99,-0.99,-0.99,-0.99,0.27,-0.52,0.42,0.21,0.97,0.99,0.4,0.37,-0.92,0.31,-0.99,-0.92,0.31,-0.99,0.42,0.21,0.97,0.99,0.4,0.37,-0.79,-0.99,0.1,-0.99,-0.99,-0.99,-0.99,-0.61,0,0.42,0.21,0.97,0.42,0.21,0.97,0
